"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051791","GO:0051791","medium-chain fatty acid metabolic process","4/732","26/28564",0.00408217121491434,0.0483217642500359,0.0390792188414925,"13118/13117/12623/106861",4
"GO:2000050","GO:2000050","regulation of non-canonical Wnt signaling pathway","4/732","26/28564",0.00408217121491434,0.0483217642500359,0.0390792188414925,"20319/192199/140577/54612",4
"GO:0030111","GO:0030111","regulation of Wnt signaling pathway","17/732","321/28564",0.00409376524642056,0.0483321498988396,0.039087618018317,"12316/17242/11538/11798/20319/192199/140577/58799/232334/16202/629378/68031/13144/67020/12842/75607/54612",17
"GO:0048660","GO:0048660","regulation of smooth muscle cell proliferation","12/732","192/28564",0.00412161797888573,0.0483554604220552,0.0391064699177083,"17395/54598/12267/12576/16202/17390/11606/12797/20304/15357/58859/14869",12
"GO:0050731","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","12/732","192/28564",0.00412161797888573,0.0483554604220552,0.0391064699177083,"13838/19264/11602/11538/110524/12223/12390/17311/11606/12424/20304/83433",12
"GO:0010959","GO:0010959","regulation of metal ion transport","22/732","460/28564",0.00412790515798032,0.0483554604220552,0.0391064699177083,"329152/12372/98660/16819/11977/66240/14579/58799/12391/18704/56188/76757/11606/78688/118454/16518/20304/75607/73389/207911/83433/30948",22
"GO:0032091","GO:0032091","negative regulation of protein binding","8/732","100/28564",0.00421249530799808,0.0489382688808725,0.0395778041013475,"11538/20878/170822/18008/56291/20877/19013/98053",8
"GO:0044264","GO:0044264","cellular polysaccharide metabolic process","8/732","100/28564",0.00421249530799808,0.0489382688808725,0.0395778041013475,"16367/18627/232984/234356/384783/14377/53625/20411",8
"GO:0010563","GO:0010563","negative regulation of phosphorus metabolic process","22/732","461/28564",0.00423364864916167,0.0489382688808725,0.0395778041013475,"19264/11538/20319/110524/100952/12576/12391/16202/78388/18817/11606/384783/52033/69802/268697/15357/19013/18546/11474/54612/14869/225884",22
"GO:0045936","GO:0045936","negative regulation of phosphate metabolic process","22/732","461/28564",0.00423364864916167,0.0489382688808725,0.0395778041013475,"19264/11538/20319/110524/100952/12576/12391/16202/78388/18817/11606/384783/52033/69802/268697/15357/19013/18546/11474/54612/14869/225884",22
"GO:0008637","GO:0008637","apoptotic mitochondrial changes","9/732","122/28564",0.00424276344399582,0.0489382688808725,0.0395778041013475,"17395/11977/16905/22035/55948/78688/12424/380705/22654",9
"GO:0071675","GO:0071675","regulation of mononuclear cell migration","9/732","122/28564",0.00424276344399582,0.0489382688808725,0.0395778041013475,"17242/76763/12267/71660/12928/380705/20304/193385/17470",9
"GO:0007517","GO:0007517","muscle organ development","19/732","377/28564",0.00426619825856828,0.049083046291181,0.0396948898118665,"12825/15284/108000/21956/13346/15213/16905/12390/320502/232174/71960/17888/140781/353187/12955/193385/15357/11474/58859",19
"GO:0048638","GO:0048638","regulation of developmental growth","20/732","405/28564",0.00428750961339939,0.0491463950111606,0.0397461217676908,"15284/226844/14268/14239/11538/12576/12391/232334/20981/16202/12534/11606/17888/268697/64010/19013/65079/74116/18712/11474",20
"GO:0050879","GO:0050879","multicellular organismal movement","6/732","60/28564",0.00429349881028764,0.0491463950111606,0.0397461217676908,"12372/12391/71960/140781/16518/11474",6
